,output
36580,0
36581,0
36582,1
36583,1
36584,2
36585,0
36586,1
36587,1
36588,0
36589,0
36590,1
36591,1
36592,1
36593,1
36594,1
36595,1
36596,1
36597,0
36598,1
36599,1
36601,1
36602,1
36603,0
36604,1
36605,0
36606,2
36607,0
36608,1
36609,1
36610,0
36612,0
36613,1
36614,1
36615,0
36616,1
36617,0
36619,0
36621,0
36622,1
36623,1
36624,0
36626,1
36627,1
36629,1
36631,0
36633,1
36634,0
36635,2
36636,0
36637,0
36638,1
36639,1
36640,0
36641,1
36642,1
36643,1
36644,0
36645,0
36646,0
36649,0
36650,2
36651,2
36653,1
36654,0
36656,1
36659,1
36660,1
36663,0
36665,0
36666,0
36668,0
36669,0
36670,1
36671,1
36672,1
36674,0
36675,1
36676,0
36677,1
36679,0
36680,0
36681,1
36682,0
36683,0
36684,1
36685,0
36686,1
36687,0
36688,1
36689,0
36690,0
36691,0
36694,0
36695,0
36696,1
36698,1
36700,0
36701,0
36702,2
36703,1
36704,1
36705,0
36707,0
36708,0
36709,2
36711,0
36712,1
36714,0
36716,0
36718,1
36719,0
36720,1
36722,1
36723,0
36724,0
36725,1
36726,0
36727,1
36728,1
36729,1
36731,1
36733,0
36734,1
36735,0
36736,1
36737,1
36738,0
36739,0
36740,0
36741,1
36743,2
36744,2
36745,0
36746,2
36747,0
36748,1
36751,1
36752,1
36753,1
36755,0
36757,1
36758,0
36761,2
36762,0
36764,1
36765,0
36766,1
36768,0
36769,0
36770,0
36772,1
36773,0
36774,1
36775,1
36776,1
36778,1
36779,1
36780,2
36781,1
36783,0
36784,1
36785,0
36786,1
36787,1
36788,1
36790,2
36791,0
36792,0
36793,0
36794,1
36795,1
36798,0
36799,1
36800,0
36803,0
36804,0
36805,0
36806,1
36808,1
36809,1
36810,1
36812,1
36813,1
36814,1
36815,0
36817,1
36820,0
36822,1
36823,1
36826,2
36827,0
36828,1
36830,0
36831,1
36832,1
36833,1
36834,1
36836,0
36837,0
36839,1
36840,1
36841,1
36842,1
36843,1
36844,1
36845,1
36848,0
36849,1
36851,1
36852,0
36853,0
36854,1
36856,0
36857,0
36858,1
36859,2
36860,1
36861,1
36863,1
36865,1
36866,0
36868,1
36869,0
36870,1
36871,0
36872,2
36873,0
36874,0
36875,0
36876,1
36877,0
36878,1
36880,0
36881,1
36882,1
36885,1
36886,0
36887,1
36888,1
36889,1
36890,1
36891,1
36892,0
36893,1
36894,1
36895,1
36896,2
36899,0
36900,1
36902,1
36903,1
36904,1
36905,0
36906,0
36907,1
36908,2
36909,1
36910,0
36911,0
36912,0
36914,1
36916,1
36918,1
36919,0
36920,1
36921,1
36922,1
36924,1
36925,1
36927,1
36928,0
36929,1
36930,1
36931,0
36932,0
36933,1
36936,1
36939,1
36940,1
36941,1
36942,1
36944,2
36945,1
36946,0
36947,0
36948,0
36950,1
36951,0
36952,0
36953,1
36954,0
36955,0
36956,0
36957,0
36958,1
36959,0
36960,1
36962,0
36963,1
36964,0
36965,1
36966,1
36967,1
36969,0
36970,1
36973,1
36974,1
36975,1
36976,0
36977,0
36978,0
36979,1
36980,0
36981,0
36982,0
36983,0
36984,1
36986,1
36987,1
36990,1
36991,2
36992,1
36994,0
36995,1
36996,1
36997,1
36998,1
36999,1
37000,1
37002,0
37005,2
37006,1
37008,1
37009,0
37011,0
37013,1
37014,1
37015,0
37016,1
37017,0
37018,1
37019,0
37020,1
37021,0
37022,0
37023,0
37025,1
37026,1
37027,1
37028,1
37030,1
37031,1
37032,0
37033,0
37034,2
37035,0
37036,0
37037,1
37038,1
37039,0
37041,1
37042,2
37043,1
37044,0
37045,1
37048,2
37049,1
37050,1
37051,0
37052,1
37053,1
37054,0
37056,0
37057,0
37059,0
37060,1
37061,1
37063,0
37064,0
37065,0
37067,2
37068,0
37069,1
37070,0
37071,0
37073,1
37074,1
37075,2
37076,1
37078,1
37081,2
37082,1
37083,1
37085,2
37087,1
37088,1
37089,1
37092,0
37093,0
37095,2
37096,0
37097,1
37098,1
37099,2
37100,0
37101,0
37102,1
37103,1
37105,0
37107,1
37108,0
37109,0
37110,0
37111,1
37112,0
37114,0
37116,0
37117,0
37118,1
37119,2
37121,0
37122,0
37124,0
37125,2
37126,1
37127,0
37129,0
37130,1
37131,1
37132,0
37133,0
37134,1
37135,1
37136,1
37137,0
37138,1
37139,1
37140,1
37142,1
37143,1
37144,1
37145,0
37146,0
37147,0
37149,1
37150,1
37151,1
37152,1
37153,1
37154,1
37155,1
37156,1
37157,0
37159,1
37160,1
37161,1
37162,2
37164,0
37165,1
37166,0
37169,0
37170,1
37171,1
37174,1
37175,0
37176,1
37179,1
37180,0
37181,0
37182,0
37183,1
37185,1
37186,1
37187,1
37188,1
37189,1
37191,0
37192,0
37193,1
37195,0
37196,1
37197,1
37198,1
37199,0
37200,2
37201,1
37202,2
37203,1
37204,0
37205,0
37206,1
37207,1
37208,1
37209,1
37211,0
37212,0
37213,0
37215,1
37216,1
37218,1
37219,0
37220,0
37221,1
37223,0
37224,0
37225,1
37226,1
37227,0
37228,1
37230,1
37232,2
37233,1
37234,1
37235,1
37236,1
37237,0
37238,2
37239,1
37240,1
37241,1
37242,0
37243,1
37244,0
37245,0
37246,1
37248,1
37249,2
37250,1
37251,2
37252,1
37253,1
37254,0
37256,0
37257,1
37258,2
37259,1
37260,0
37261,1
37262,0
37263,1
37264,1
37265,1
37267,0
37268,1
37270,0
37272,2
37273,1
37274,1
37275,1
37277,0
37278,1
37279,1
37280,1
37281,1
37282,0
37283,0
37284,1
37285,1
37286,0
37287,1
37289,0
37290,0
37292,0
37293,1
37294,1
37297,0
37298,1
37299,0
37300,1
37301,0
37302,1
37303,1
37305,0
37306,0
37307,2
37310,2
37312,1
37313,1
37314,0
37315,1
37316,0
37317,0
37318,0
37319,1
37320,1
37321,0
37322,2
37323,0
37324,0
37325,0
37326,0
37327,0
37328,1
37329,1
37330,1
37331,0
37332,0
37333,2
37334,1
37335,1
37336,1
37337,0
37338,1
37339,1
37340,1
37342,1
37343,0
37344,1
37345,0
37346,1
37347,0
37350,0
37351,0
37352,1
37353,0
37354,0
37355,0
37356,1
37357,1
37358,1
37359,0
37364,0
37366,0
37368,1
37369,1
37370,1
37371,2
37373,0
37374,0
37376,1
37377,0
37378,0
37379,1
37380,0
37381,0
37382,0
37383,1
37384,1
37385,1
37386,2
37387,1
37388,1
37390,1
37391,1
37392,2
37393,1
37394,0
37395,0
37396,1
37397,0
37398,1
37400,0
37401,0
37402,1
37403,1
37404,0
37405,1
37406,0
37407,1
37408,2
37409,1
37410,1
37412,0
37414,1
37416,1
37417,1
37418,1
37419,2
37422,1
37423,1
37424,1
37427,1
37428,0
37429,2
37431,1
37432,0
37435,1
37439,1
37440,1
37441,0
37442,1
37443,0
37444,0
37445,0
37446,0
37447,0
37448,0
37450,1
37452,1
37453,1
37454,0
37455,1
37456,1
37457,0
37458,1
37459,1
37461,1
37462,1
37464,0
37466,1
37468,1
37469,1
37471,1
37473,0
37474,1
37476,1
37478,0
37479,1
37482,0
37483,1
37485,1
37487,0
37488,0
37489,1
37490,1
37491,1
37492,1
37493,0
37494,0
37495,1
37496,1
37497,0
37498,1
37499,0
37501,0
37503,1
37504,1
37506,1
37507,0
37508,0
37510,1
37511,1
37512,1
37513,0
37515,1
37517,1
37518,1
37520,0
37521,1
37522,2
37524,1
37525,1
37528,0
37529,0
37530,1
37531,0
37532,0
37533,1
37534,1
37535,0
37536,0
37537,0
37539,1
37540,1
37541,0
37543,1
37544,1
37547,0
37550,1
37551,1
37552,0
37554,1
37555,0
37556,2
37557,1
37558,0
37559,1
37560,1
37561,0
37562,0
37564,1
37565,0
37567,1
37569,1
37570,0
37571,0
37572,0
37574,1
37575,0
37576,0
37577,2
37578,1
37579,0
37581,1
37582,0
37583,1
37585,0
37586,1
37587,1
37588,1
37589,0
37590,1
37591,1
37592,1
37593,1
37594,1
37595,2
37596,0
37597,1
37598,1
37599,0
37600,1
37601,1
37602,1
37603,1
37604,1
37605,1
37606,0
37607,1
37608,0
37609,1
37610,1
37611,1
37613,0
37614,1
37616,2
37617,1
37618,1
37619,0
37620,1
37621,0
37622,1
37623,0
37624,1
37625,1
37626,1
37627,1
37628,0
37629,1
37630,1
37631,1
37632,1
37633,0
37634,0
37635,1
37636,0
37638,2
37639,1
37640,1
37641,1
37642,1
37643,1
37644,1
37645,0
37646,1
37648,1
37649,0
37650,1
37651,1
37652,1
37653,1
37654,2
37655,2
37656,0
37661,1
37662,0
37663,0
37664,1
37665,1
37666,1
37667,1
37668,1
37670,1
37671,2
37672,1
37673,0
37674,0
37676,0
37677,1
37678,0
37679,0
37680,1
37682,0
37683,0
37685,1
37686,0
37687,0
37688,0
37689,1
37690,1
37692,1
37694,1
37695,1
37696,1
37698,0
37699,1
37700,1
37702,0
37703,0
37704,0
37705,0
37706,0
37707,1
37708,1
37709,0
37710,0
37714,1
37715,1
37716,0
37717,0
37719,1
37720,1
37721,1
37723,1
37724,1
37725,1
37726,0
37727,0
37728,0
37729,1
37731,1
37734,1
37735,1
37736,1
37737,1
37738,1
37739,0
37740,0
37741,1
37742,1
37743,1
37745,0
37746,0
37747,0
37748,1
37749,2
37750,2
37751,1
37753,0
37754,0
37755,0
37756,1
37757,0
37759,2
37761,1
37762,0
37764,1
37765,0
37766,1
37768,2
37769,0
37771,2
37773,1
37775,1
37777,1
37778,1
37779,1
37780,1
37782,1
37783,1
37784,1
37785,1
37786,0
37788,1
37789,2
37791,1
37793,0
37794,0
37796,1
37797,1
37798,1
37799,1
37800,1
37801,2
37802,1
37803,1
37804,1
37805,1
37806,2
37807,1
37808,1
37811,1
37812,0
37813,0
37814,2
37815,0
37816,0
37817,1
37819,0
37820,1
37822,1
37823,1
37826,0
37827,2
37831,1
37833,1
37834,0
37835,0
37836,0
37837,0
37838,1
37839,0
37841,0
37843,0
37844,1
37845,0
37846,1
37847,0
37848,0
37851,0
37852,1
37853,1
37854,1
37855,0
37856,1
37857,1
37858,0
37859,2
37860,1
37861,0
37862,0
37863,0
37864,1
37865,0
37866,0
37867,1
37868,0
37869,0
37870,1
37871,0
37872,0
37873,1
37874,1
37876,1
37878,2
37879,1
37880,0
37881,1
37882,2
37885,1
37886,1
37887,0
37888,1
37889,2
37891,0
37892,1
37894,1
37895,0
37896,1
37897,0
37898,1
37899,0
37900,0
37901,0
37902,1
37905,1
37906,1
37907,1
37908,1
37909,1
37910,0
37911,0
37912,0
37913,0
37915,0
37916,1
37917,1
37918,1
37919,1
37920,1
37921,1
37922,2
37923,1
37924,0
37925,1
37928,1
37929,1
37930,1
37931,0
37932,2
37933,2
37934,0
37935,0
37936,0
37937,2
37939,0
37940,1
37941,2
37943,2
37944,1
37946,1
37947,0
37948,0
37949,0
37950,1
37951,1
37953,0
37954,0
37955,0
37956,2
37959,1
37960,0
37961,0
37963,2
37964,0
37965,1
37966,1
37967,0
37968,0
37969,0
37970,0
37971,0
37972,1
37973,1
37974,1
37975,1
37976,1
37977,0
37979,1
37981,1
37982,1
37983,1
37985,0
37987,0
37988,0
37989,0
37993,0
37994,1
37995,0
37996,0
37998,1
38000,1
38003,1
38004,0
38005,1
38006,1
38007,1
38008,1
38009,1
38010,1
38011,0
38012,1
38013,0
38014,1
38016,1
38018,0
38020,1
38022,0
38024,1
38025,0
38026,0
38027,1
38028,1
38032,1
38033,0
38036,1
38037,1
38038,0
38039,0
38040,1
38041,1
38042,1
38043,0
38044,2
38045,1
38047,1
38048,0
38049,2
38050,1
38051,0
38052,0
38053,1
38054,1
38056,1
38058,1
38059,1
38060,0
38061,0
38062,0
38063,0
38064,0
38065,1
38067,0
38068,0
38069,1
38071,1
38072,1
38073,0
38074,1
38075,1
38077,1
38078,1
38080,1
38081,1
38082,1
38083,1
38084,1
38085,1
38086,0
38089,2
38090,0
38091,0
38093,0
38094,1
38095,0
38096,0
38097,1
38098,1
38099,1
38101,0
38103,1
38104,1
38106,2
38107,1
38108,0
38109,1
38110,1
38111,1
38112,0
38113,0
38114,1
38115,0
38116,1
38117,1
38118,1
38120,2
38121,1
38123,1
38124,2
38125,2
38126,0
38127,1
38128,1
38129,1
38130,0
38131,0
38132,0
38134,0
38135,0
38136,0
38137,1
38138,1
38139,1
38141,0
38142,0
38143,1
38144,1
38145,1
38146,1
38149,1
38150,1
38151,2
38152,0
38153,0
38154,1
38155,1
38156,0
38158,0
38159,0
38160,0
38161,0
38163,1
38164,1
38165,1
38167,1
38168,1
38169,1
38170,0
38171,1
38172,0
38173,0
38175,0
38176,1
38177,1
38178,1
38179,0
38180,2
38181,0
38182,0
38184,1
38185,2
38186,1
38187,0
38189,2
38190,1
38191,1
38192,1
38193,0
38194,1
38195,0
38196,0
38197,1
38198,1
38199,0
38200,2
38201,2
38203,1
38204,1
38205,0
38206,0
38207,0
38209,1
38210,1
38211,0
38212,0
38213,1
38214,0
38216,1
38217,1
38218,1
38219,1
38220,0
38221,1
38222,0
38223,1
38224,1
38225,0
38226,1
38228,0
38229,1
38230,1
38232,2
38234,0
38235,2
38236,1
38238,0
38239,1
38240,1
38242,1
38243,1
38244,0
38245,2
38246,1
38247,0
38248,1
38250,1
38251,1
38253,1
38256,0
38258,1
38259,1
38260,0
38262,0
38263,0
38264,1
38265,0
38268,1
38269,0
38272,1
38274,0
38275,0
38276,0
38277,0
38278,0
38279,1
38280,1
38281,1
38282,1
38283,1
38286,2
38287,0
38288,0
38289,0
38290,1
38291,2
38292,1
38293,1
38294,1
38296,1
38297,1
38298,0
38299,0
38300,1
38302,0
38304,1
38305,1
38307,0
38308,2
38309,1
38310,0
38311,1
38313,1
38314,0
38315,0
38316,1
38317,1
38318,1
38319,0
38320,1
38321,0
38322,0
38323,0
38325,1
38326,1
38327,0
38328,1
38329,1
38330,1
38331,1
38333,1
38334,2
38335,0
38336,0
38337,0
38338,0
38339,1
38340,1
38341,0
38342,1
38343,0
38344,0
38345,0
38346,1
38347,1
38348,1
38350,0
38351,1
38352,0
38353,0
38354,2
38355,1
38356,0
38357,0
38358,1
38360,0
38361,0
38363,1
38364,2
38365,0
38366,0
38367,1
38368,0
38369,1
38371,1
38373,1
38374,0
38375,0
38376,1
38377,1
38378,1
38379,1
38380,0
38381,1
38382,2
38383,1
38385,1
38386,0
38387,1
38388,0
38391,0
38392,1
38394,1
38395,1
38397,0
38399,1
38400,2
38401,0
38404,0
38405,1
38406,1
38409,1
38411,0
38412,0
38413,1
38414,0
38415,1
38416,1
38417,1
38418,0
38419,0
38422,0
38423,1
38424,0
38425,2
38426,2
38427,0
38428,1
38431,1
38432,0
38433,1
38435,1
38436,1
38437,1
38438,0
38439,1
38440,0
38441,0
38442,0
38444,0
38445,0
38446,1
38447,1
38448,1
38449,1
38450,1
38451,2
38452,1
38453,2
38454,0
38456,1
38457,0
38458,1
38459,0
38462,1
38463,0
38464,1
38467,0
38468,0
38470,1
38472,1
38473,0
38474,0
38475,1
38477,1
38479,0
38480,0
38481,1
38483,1
38484,0
38485,0
38486,1
38487,2
38488,2
38489,0
38490,1
38491,0
38494,0
38495,1
38497,1
38498,1
38499,1
38501,0
38502,1
38505,0
38506,1
38507,1
38508,1
38509,0
38511,2
38512,2
38513,0
38515,1
38516,1
38517,0
38518,1
38520,2
38521,0
38522,1
38524,0
38525,0
38527,1
38529,0
38530,1
38531,0
38532,0
38533,1
38534,1
38536,1
38538,1
38539,0
38540,1
38541,0
38542,1
38543,0
38545,1
38546,1
38547,1
38548,1
38549,0
38550,1
38552,1
38553,1
38554,1
38555,0
38556,1
38557,0
38558,1
38559,0
38560,0
38561,0
38562,1
38563,1
38564,1
38565,0
38566,1
38567,0
38569,1
38570,1
38571,1
38572,0
38573,2
38574,1
38575,1
38576,0
38577,0
38578,1
38579,1
38580,1
38582,1
38583,1
38584,1
38585,0
38587,1
38589,1
38590,1
38591,1
38592,1
38593,1
38594,0
38595,2
38596,1
38597,1
38598,0
38599,1
38600,0
38601,0
38604,0
38605,1
38606,2
38607,0
38609,0
38610,1
38611,1
38613,1
38614,1
38615,0
38616,0
38618,0
38619,0
38621,0
38624,0
38626,1
38628,1
38629,1
38630,1
38631,1
38632,0
38633,0
38634,1
38635,0
38636,0
38638,0
38639,1
38640,1
38641,0
38642,1
38643,1
38644,1
38645,0
38647,1
38648,1
38649,2
38650,1
38651,0
38652,2
38653,1
38654,2
38655,1
38656,1
38658,1
38659,1
38660,1
38662,1
38664,0
38665,1
38666,1
38668,1
38671,0
38672,1
38673,1
38674,1
38675,0
38676,0
38677,1
38678,1
38679,0
38681,0
38683,0
38686,1
38688,1
38689,0
38690,1
38691,1
38692,0
38695,1
38696,1
38699,1
38700,0
38702,1
38703,1
38704,1
38705,1
38706,0
38707,1
38708,1
38709,0
38710,1
38711,1
38712,1
38713,0
38714,0
38715,1
38717,1
38721,1
38722,1
38724,1
38725,0
38726,1
38729,0
38730,0
38732,1
38733,0
38734,0
38735,1
38736,0
38737,1
38738,1
38739,0
38740,0
38741,0
38742,1
38743,1
38744,0
38746,1
38747,0
38748,1
38749,0
38750,0
38752,1
38754,1
38755,1
38756,0
38757,1
38758,0
38759,0
38760,1
38761,0
38764,1
38765,0
38766,1
38767,1
38768,0
38769,0
38772,0
38773,1
38774,0
38778,1
38779,1
38780,1
38782,0
38783,0
38784,0
38785,2
38786,1
38787,1
38788,1
38789,2
38790,1
38792,1
38793,0
38794,0
38795,1
38796,0
38798,1
38799,1
38800,1
38801,1
38803,0
38805,1
38808,1
38809,2
38810,1
38811,0
38812,0
38814,0
38815,1
38816,1
38817,0
38818,2
38819,1
38820,1
38821,0
38822,1
38823,1
38825,0
38826,0
38827,1
38828,1
38829,0
38830,1
38831,1
38832,2
38833,1
38834,0
38836,1
38837,1
38838,0
38839,0
38840,1
38841,0
38843,0
38844,1
38845,1
38846,0
38847,1
38848,1
38849,0
38851,1
38852,0
38853,1
38854,1
38855,0
38856,2
38857,1
38858,1
38859,1
38861,1
38862,1
38863,0
38864,0
38866,1
38868,1
38869,0
38870,0
38871,0
38873,0
38874,1
38876,1
38877,0
38878,1
38879,1
38880,1
38881,1
38882,1
38883,0
38884,0
38885,0
38886,1
38887,0
38888,0
38889,0
38891,0
38892,1
38894,0
38895,1
38896,0
38897,1
38898,2
38899,1
38900,1
38901,0
38902,0
38903,0
38904,0
38905,1
38906,0
38907,1
38910,1
38911,1
38912,1
38913,1
38914,0
38915,0
38917,1
38918,1
38920,1
38921,1
38922,1
38923,0
38925,1
38926,1
38927,1
38928,0
38931,1
38932,1
38933,0
38934,1
38935,0
38936,0
38938,2
38940,0
38941,0
38942,0
38943,0
38945,1
38946,2
38947,0
38948,1
38949,1
38951,0
38952,0
38953,1
38954,2
38955,1
38956,1
38958,1
38963,1
38964,1
38965,1
38967,2
38968,1
38969,2
38970,0
38971,0
38972,0
38973,1
38974,1
38975,0
38976,1
38978,1
38979,1
38980,0
38981,1
38982,0
38983,0
38984,0
38985,0
38986,1
38987,1
38988,0
38989,1
38990,1
38991,1
38992,1
38993,0
38995,1
38996,0
38997,0
38998,1
38999,2
39000,1
39001,1
39002,0
39003,2
39004,0
39005,0
39006,1
39007,0
39008,1
39011,1
39013,2
39014,1
39015,1
39016,2
39017,1
39018,1
39019,2
39020,1
39021,0
39022,0
39023,1
39025,1
39026,0
39027,1
39028,1
39030,1
39031,1
39032,1
39033,0
39034,0
39035,1
39037,1
39038,1
39039,0
39042,1
39043,2
39044,0
39045,0
39046,1
39047,0
39049,0
39051,1
39052,0
39053,0
39054,1
39055,1
39056,1
39057,1
39058,1
39060,2
39061,0
39062,1
39063,0
39064,1
39065,1
39066,0
39067,0
39068,1
39069,1
39070,1
39071,1
39072,1
39073,1
39074,0
39075,1
39076,2
39077,0
39078,1
39079,1
39080,0
39081,2
39082,1
39083,1
39084,1
39086,1
39087,1
39088,1
39089,1
39090,0
39091,0
39092,1
39093,1
39094,1
39096,1
39097,0
39098,1
39099,1
39100,1
39102,0
39105,0
39106,1
39107,0
39108,0
39109,0
39112,0
39114,0
39115,0
39118,0
39119,1
39120,1
39121,0
39122,2
39123,1
39124,0
39125,1
39126,0
39127,0
39128,2
39129,1
39130,1
39131,1
39132,0
39133,0
39135,1
39136,0
39137,1
39138,1
39139,1
39140,2
39142,1
39143,0
39144,1
39145,0
39147,1
39148,1
39149,0
39150,2
39151,1
39152,0
39153,1
39154,1
39155,0
39156,0
39157,1
39158,0
39159,1
39161,1
39163,1
39164,2
39165,0
39167,0
39168,0
39169,0
39170,0
39171,1
39172,0
39177,1
39178,0
39179,1
39180,1
39181,0
39184,2
39185,0
39187,0
39188,1
39189,0
39190,0
39191,0
39192,0
39193,1
39195,0
39196,1
39197,0
39198,0
39199,2
39202,1
39203,0
39204,0
39205,2
39206,1
39207,1
39208,0
39209,1
39210,0
39211,1
39212,1
39214,2
39215,2
39216,0
39218,1
39219,0
39220,1
39221,0
39222,1
39224,1
39225,1
39226,1
39227,0
39229,0
39230,0
39232,1
39233,0
39235,1
39236,0
39237,1
39238,0
39239,0
39241,0
39242,0
39243,0
39244,0
39245,1
39246,1
39247,1
39248,1
39249,0
39250,0
39251,0
39252,0
39254,1
39255,1
39256,0
39258,0
39259,1
39261,0
39262,0
39263,0
39264,0
39265,1
39266,1
39268,1
39269,1
39272,1
39273,2
39274,0
39275,0
39276,1
39277,1
39278,0
39279,1
39280,0
39281,1
39282,2
39283,0
39284,0
39285,0
39286,0
39287,1
39288,0
39289,1
39290,0
39291,1
39294,1
39295,1
39296,0
39297,1
39298,1
39299,1
39301,0
39302,1
39303,1
39304,1
39305,0
39306,2
39307,1
39308,1
39309,1
39310,1
39312,2
39314,1
39315,1
39316,1
39320,1
39321,0
39322,1
39323,1
39324,1
39326,0
39327,1
39328,1
39329,1
39330,1
39331,1
39333,1
39335,1
39336,1
39340,1
39341,0
39342,0
39343,1
39344,1
